0,0.137697,0.00219979,0.00058378,0.000697184,0
0.01,0.274981,0.00433073,0.00117117,0.00138877,0
0.02,0.411854,0.00639691,0.00176217,0.00207481,0
0.03,0.548317,0.00840218,0.0023568,0.00275536,0
0.04,0.684371,0.0103502,0.00295504,0.00343046,0
0.05,0.820019,0.0122443,0.00355692,0.00410017,0
0.06,0.95526,0.0140877,0.00416242,0.00476452,0
0.07,1.0901,0.0158835,0.00477156,0.00542358,0
0.08,1.22453,0.0176345,0.00538434,0.00607738,0
0.09,1.35857,0.0193435,0.00600077,0.00672597,0
0.1,1.4922,0.0210129,0.00662083,0.0073694,0
0.11,1.62544,0.0226452,0.00724455,0.0080077,0
0.12,1.75828,0.0242426,0.00787192,0.00864093,0
0.13,1.89073,0.0258073,0.00850294,0.00926913,0
0.14,2.02279,0.0273412,0.00913762,0.00989234,0
0.15,2.15446,0.0288464,0.00977595,0.0105106,0
0.16,2.28574,0.0303247,0.0104179,0.0111239,0
0.17,2.41663,0.0317776,0.0110636,0.0117324,0
0.18,2.54715,0.0332069,0.0117129,0.0123361,0
0.19,2.67728,0.0346141,0.0123659,0.0129349,0
0.2,2.80703,0.0360006,0.0130226,0.013529,0
0.21,2.93641,0.0373679,0.0136829,0.0141184,0
0.22,3.06542,0.0387171,0.0143469,0.0147031,0
0.23,3.19406,0.0400496,0.0150145,0.0152832,0
0.24,3.32233,0.0413666,0.0156859,0.0158586,0
0.25,3.45023,0.042669,0.0163609,0.0164295,0
0.26,3.57777,0.0439581,0.0170395,0.0169959,0
0.27,3.70496,0.0452348,0.0177219,0.0175577,0
0.28,3.83178,0.0465,0.0184079,0.0181151,0
0.29,3.95826,0.0477546,0.0190976,0.0186681,0
0.3,4.08438,0.0489996,0.0197909,0.0192166,0
0.31,4.21016,0.0502357,0.020488,0.0197607,0
0.32,4.33559,0.0514637,0.0211887,0.0203006,0
0.33,4.46069,0.0526843,0.021893,0.0208361,0
0.34,4.58544,0.0538982,0.0226011,0.0213673,0
0.35,4.70987,0.0551062,0.0233128,0.0218942,0
0.36,4.83396,0.0563088,0.0240282,0.022417,0
0.37,4.95772,0.0575067,0.0247472,0.0229355,0
0.38,5.08117,0.0587004,0.0254699,0.0234499,0
0.39,5.20429,0.0598905,0.0261963,0.0239601,0
0.4,5.3271,0.0610775,0.0269264,0.0244662,0
0.41,5.4496,0.0622619,0.0276601,0.0249683,0
0.42,5.57179,0.0634441,0.0283974,0.0254662,0
0.43,5.69367,0.0646248,0.0291384,0.0259602,0
0.44,5.81526,0.0658042,0.0298831,0.0264501,0
0.45,5.93655,0.0669828,0.0306315,0.026936,0
0.46,6.05756,0.068161,0.0313835,0.0274179,0
0.47,6.17828,0.0693392,0.0321391,0.027896,0
0.48,6.29871,0.0705178,0.0328984,0.0283701,0
0.49,6.41887,0.0716971,0.0336614,0.0288403,0
0.5,6.53876,0.0728773,0.034428,0.0293066,0
0.51,6.65838,0.074059,0.0351982,0.029769,0
0.52,6.77774,0.0752423,0.0359722,0.0302277,0
0.53,6.89684,0.0764276,0.0367497,0.0306825,0
0.54,7.0157,0.0776152,0.0375309,0.0311335,0
0.55,7.1343,0.0788052,0.0383157,0.0315808,0
0.56,7.25267,0.0799981,0.0391042,0.0320243,0
0.57,7.3708,0.081194,0.0398963,0.032464,0
0.58,7.48871,0.0823932,0.0406921,0.0329001,0
0.59,7.60639,0.0835959,0.0414914,0.0333324,0
0.6,7.72386,0.0848023,0.0422945,0.0337611,0
0.61,7.84111,0.0860128,0.0431011,0.0341861,0
0.62,7.95816,0.0872274,0.0439114,0.0346075,0
0.63,8.07502,0.0884464,0.0447253,0.0350252,0
0.64,8.19168,0.08967,0.0455429,0.0354393,0
0.65,8.30816,0.0908984,0.0463641,0.0358498,0
0.66,8.42447,0.0921317,0.0471889,0.0362568,0
0.67,8.54061,0.0933702,0.0480173,0.0366601,0
0.68,8.65658,0.0946141,0.0488494,0.0370599,0
0.69,8.7724,0.0958634,0.0496851,0.0374562,0
0.7,8.88808,0.0971184,0.0505245,0.0378489,0
0.71,9.00361,0.0983793,0.0513674,0.0382382,0
0.72,9.11902,0.0996462,0.052214,0.0386239,0
0.73,9.23431,0.100919,0.0530643,0.0390061,0
0.74,9.34948,0.102199,0.0539181,0.0393848,0
0.75,9.46455,0.103484,0.0547756,0.0397601,0
0.76,9.57952,0.104777,0.0556368,0.0401319,0
0.77,9.69441,0.106076,0.0565015,0.0405003,0
0.78,9.80923,0.107382,0.0573699,0.0408653,0
0.79,9.92397,0.108695,0.058242,0.0412268,0
0.8,10.0387,0.110016,0.0591177,0.0415849,0
0.81,10.1533,0.111343,0.059997,0.0419396,0
0.82,10.2679,0.112679,0.06088,0.0422908,0
0.83,10.3825,0.114021,0.0617667,0.0426387,0
0.84,10.4971,0.115372,0.062657,0.0429833,0
0.85,10.6116,0.116731,0.063551,0.0433244,0
0.86,10.7262,0.118097,0.0644486,0.0436622,0
0.87,10.8408,0.119472,0.0653499,0.0439966,0
0.88,10.9554,0.120855,0.0662549,0.0443276,0
0.89,11.0701,0.122247,0.0671636,0.0446553,0
0.9,11.1848,0.123647,0.068076,0.0449797,0
0.91,11.2996,0.125056,0.0689921,0.0453007,0
0.92,11.4145,0.126473,0.0699119,0.0456184,0
0.93,11.5295,0.1279,0.0708354,0.0459327,0
0.94,11.6446,0.129336,0.0717626,0.0462437,0
0.95,11.7598,0.130782,0.0726936,0.0465514,0
0.96,11.8752,0.132237,0.0736283,0.0468558,0
0.97,11.9907,0.133701,0.0745668,0.0471568,0
0.98,12.1064,0.135176,0.075509,0.0474545,0
0.99,12.2222,0.13666,0.0764551,0.0477489,0
1,12.3383,0.138155,0.0774049,0.04804,0
1.01,12.4546,0.139659,0.0783585,0.0483278,0
1.02,12.5711,0.141175,0.079316,0.0486123,0
1.03,12.6879,0.142701,0.0802773,0.0488934,0
1.04,12.805,0.144237,0.0812425,0.0491712,0
1.05,12.9223,0.145785,0.0822115,0.0494457,0
1.06,13.0399,0.147344,0.0831844,0.0497169,0
1.07,13.1579,0.148914,0.0841613,0.0499847,0
1.08,13.2762,0.150496,0.085142,0.0502493,0
1.09,13.3949,0.152089,0.0861268,0.0505105,0
1.1,13.514,0.153695,0.0871154,0.0507683,0
1.11,13.6335,0.155313,0.0881081,0.0510228,0
1.12,13.7534,0.156943,0.0891048,0.051274,0
1.13,13.8738,0.158585,0.0901056,0.0515218,0
1.14,13.9946,0.160241,0.0911104,0.0517663,0
1.15,14.116,0.161909,0.0921193,0.0520074,0
1.16,14.2378,0.163591,0.0931324,0.0522451,0
1.17,14.3603,0.165287,0.0941496,0.0524795,0
1.18,14.4832,0.166996,0.095171,0.0527104,0
1.19,14.6068,0.168719,0.0961966,0.052938,0
1.2,14.731,0.170457,0.0972265,0.0531622,0
1.21,14.8559,0.172209,0.0982606,0.0533829,0
1.22,14.9814,0.173976,0.0992991,0.0536002,0
1.23,15.1077,0.175758,0.100342,0.0538141,0
1.24,15.2347,0.177556,0.101389,0.0540245,0
1.25,15.3624,0.179369,0.102441,0.0542315,0
1.26,15.491,0.181199,0.103497,0.0544349,0
1.27,15.6204,0.183045,0.104558,0.0546349,0
1.28,15.7506,0.184907,0.105623,0.0548314,0
1.29,15.8818,0.186787,0.106693,0.0550243,0
1.3,16.0139,0.188685,0.107768,0.0552137,0
1.31,16.1469,0.1906,0.108847,0.0553995,0
1.32,16.281,0.192533,0.109931,0.0555818,0
1.33,16.4161,0.194485,0.11102,0.0557604,0
1.34,16.5522,0.196456,0.112114,0.0559355,0
1.35,16.6895,0.198446,0.113213,0.0561068,0
1.36,16.828,0.200457,0.114317,0.0562746,0
1.37,16.9676,0.202487,0.115426,0.0564386,0
1.38,17.1085,0.204539,0.11654,0.056599,0
1.39,17.2507,0.206611,0.117659,0.0567556,0
1.4,17.3942,0.208706,0.118784,0.0569084,0
1.41,17.5392,0.210822,0.119914,0.0570575,0
1.42,17.6855,0.212961,0.121049,0.0572027,0
1.43,17.8333,0.215124,0.12219,0.0573441,0
1.44,17.9827,0.21731,0.123337,0.0574817,0
1.45,18.1336,0.219521,0.12449,0.0576153,0
1.46,18.2862,0.221757,0.125648,0.057745,0
1.47,18.4404,0.224018,0.126812,0.0578708,0
1.48,18.5964,0.226305,0.127982,0.0579925,0
1.49,18.7543,0.22862,0.129158,0.0581102,0
1.5,18.914,0.230961,0.13034,0.0582238,0
1.51,19.0756,0.233331,0.131529,0.0583334,0
1.52,19.2393,0.23573,0.132724,0.0584387,0
1.53,19.405,0.238159,0.133926,0.0585399,0
1.54,19.5728,0.240617,0.135134,0.0586369,0
1.55,19.7429,0.243107,0.136349,0.0587296,0
1.56,19.9152,0.245629,0.137571,0.0588179,0
1.57,20.0899,0.248183,0.1388,0.0589019,0
1.58,20.267,0.250771,0.140036,0.0589815,0
1.59,20.4467,0.253394,0.14128,0.0590567,0
1.6,20.6289,0.256052,0.14253,0.0591273,0
1.61,20.8138,0.258746,0.143789,0.0591933,0
1.62,21.0016,0.261477,0.145055,0.0592548,0
1.63,21.1921,0.264247,0.14633,0.0593116,0
1.64,21.3857,0.267055,0.147612,0.0593636,0
1.65,21.5823,0.269904,0.148903,0.0594109,0
1.66,21.782,0.272794,0.150202,0.0594534,0
1.67,21.9851,0.275727,0.15151,0.0594909,0
1.68,22.1915,0.278703,0.152827,0.0595235,0
1.69,22.4013,0.281723,0.154153,0.059551,0
1.7,22.6148,0.28479,0.155488,0.0595735,0
1.71,22.832,0.287904,0.156832,0.0595907,0
1.72,23.0531,0.291066,0.158187,0.0596028,0
1.73,23.2781,0.294278,0.159551,0.0596095,0
1.74,23.5072,0.297541,0.160925,0.0596109,0
1.75,23.7406,0.300857,0.16231,0.0596068,0
