0,0.137697,0.00219979,0.00058378,0.000697184
0.01,0.274981,0.00434157,0.00117068,0.00138877
0.02,0.411854,0.00642843,0.00176071,0.00207481
0.03,0.548317,0.00846333,0.00235391,0.00275536
0.04,0.684371,0.010449,0.00295029,0.00343046
0.05,0.820019,0.0123882,0.00354987,0.00410017
0.06,0.95526,0.0142834,0.00415267,0.00476452
0.07,1.0901,0.0161369,0.00475871,0.00542358
0.08,1.22453,0.017951,0.00536801,0.00607738
0.09,1.35857,0.0197278,0.00598058,0.00672597
0.1,1.4922,0.0214695,0.00659643,0.0073694
0.11,1.62544,0.0231779,0.00721559,0.0080077
0.12,1.75828,0.0248549,0.00783806,0.00864093
0.13,1.89072,0.0265022,0.00846386,0.00926913
0.14,2.02278,0.0281215,0.009093,0.00989234
0.15,2.15445,0.0297144,0.00972549,0.0105106
0.16,2.28572,0.0312824,0.0103613,0.0111239
0.17,2.41662,0.032827,0.0110006,0.0117324
0.18,2.54713,0.0343494,0.0116432,0.0123361
0.19,2.67726,0.0358511,0.0122892,0.0129349
0.2,2.80701,0.0373332,0.0129386,0.013529
0.21,2.93638,0.038797,0.0135914,0.0141184
0.22,3.06538,0.0402436,0.0142476,0.0147031
0.23,3.19401,0.041674,0.0149073,0.0152832
0.24,3.32227,0.0430893,0.0155703,0.0158587
0.25,3.45017,0.0444904,0.0162369,0.0164295
0.26,3.5777,0.0458784,0.0169068,0.0169959
0.27,3.70488,0.0472541,0.0175802,0.0175578
0.28,3.8317,0.0486183,0.018257,0.0181151
0.29,3.95816,0.0499719,0.0189373,0.0186681
0.3,4.08427,0.0513157,0.0196211,0.0192166
0.31,4.21004,0.0526504,0.0203083,0.0197608
0.32,4.33546,0.0539767,0.020999,0.0203006
0.33,4.46054,0.0552953,0.0216932,0.0208361
0.34,4.58529,0.0566069,0.0223908,0.0213673
0.35,4.7097,0.0579121,0.0230919,0.0218943
0.36,4.83378,0.0592114,0.0237965,0.022417
0.37,4.95753,0.0605056,0.0245045,0.0229356
0.38,5.08096,0.0617951,0.0252161,0.02345
0.39,5.20407,0.0630804,0.0259311,0.0239602
0.4,5.32686,0.0643621,0.0266496,0.0244663
0.41,5.44935,0.0656406,0.0273715,0.0249684
0.42,5.57152,0.0669164,0.028097,0.0254663
0.43,5.69339,0.0681901,0.0288259,0.0259603
0.44,5.81497,0.0694619,0.0295584,0.0264502
0.45,5.93625,0.0707323,0.0302943,0.0269361
0.46,6.05723,0.0720018,0.0310336,0.0274181
0.47,6.17794,0.0732706,0.0317765,0.0278961
0.48,6.29836,0.0745392,0.0325229,0.0283702
0.49,6.4185,0.075808,0.0332727,0.0288404
0.5,6.53838,0.0770772,0.034026,0.0293068
0.51,6.65798,0.0783472,0.0347828,0.0297693
0.52,6.77733,0.0796183,0.0355431,0.0302279
0.53,6.89642,0.0808908,0.0363068,0.0306827
0.54,7.01526,0.0821651,0.037074,0.0311338
0.55,7.13385,0.0834414,0.0378447,0.0315811
0.56,7.25221,0.0847199,0.0386189,0.0320246
0.57,7.37033,0.086001,0.0393965,0.0324644
0.58,7.48822,0.087285,0.0401776,0.0329004
0.59,7.60589,0.088572,0.0409622,0.0333328
0.6,7.72334,0.0898623,0.0417503,0.0337615
0.61,7.84058,0.0911561,0.0425418,0.0341865
0.62,7.95762,0.0924537,0.0433368,0.0346079
0.63,8.07447,0.0937554,0.0441352,0.0350257
0.64,8.19112,0.0950612,0.0449371,0.0354398
0.65,8.30759,0.0963715,0.0457425,0.0358503
0.66,8.42388,0.0976864,0.0465513,0.0362573
0.67,8.54001,0.0990061,0.0473636,0.0366607
0.68,8.65597,0.100331,0.0481793,0.0370605
0.69,8.77178,0.101661,0.0489985,0.0374568
0.7,8.88744,0.102996,0.0498212,0.0378495
0.71,9.00296,0.104337,0.0506473,0.0382388
0.72,9.11836,0.105684,0.0514769,0.0386245
0.73,9.23363,0.107037,0.0523099,0.0390068
0.74,9.34878,0.108396,0.0531464,0.0393856
0.75,9.46384,0.109761,0.0539863,0.0397609
0.76,9.57879,0.111132,0.0548297,0.0401327
0.77,9.69366,0.112511,0.0556765,0.0405011
0.78,9.80845,0.113896,0.0565268,0.0408661
0.79,9.92318,0.115288,0.0573806,0.0412276
0.8,10.0378,0.116687,0.0582378,0.0415858
0.81,10.1525,0.118093,0.0590985,0.0419405
0.82,10.267,0.119507,0.0599626,0.0422918
0.83,10.3816,0.120929,0.0608302,0.0426398
0.84,10.4961,0.122358,0.0617012,0.0429843
0.85,10.6106,0.123795,0.0625757,0.0433255
0.86,10.7252,0.12524,0.0634537,0.0436633
0.87,10.8397,0.126694,0.0643352,0.0439978
0.88,10.9543,0.128156,0.0652201,0.0443289
0.89,11.0689,0.129626,0.0661085,0.0446566
0.9,11.1836,0.131105,0.0670004,0.044981
0.91,11.2983,0.132593,0.0678958,0.0453021
0.92,11.4131,0.13409,0.0687946,0.0456198
0.93,11.528,0.135596,0.069697,0.0459342
0.94,11.643,0.137112,0.0706029,0.0462453
0.95,11.7581,0.138637,0.0715123,0.0465531
0.96,11.8734,0.140172,0.0724252,0.0468575
0.97,11.9887,0.141716,0.0733416,0.0471586
0.98,12.1043,0.143271,0.0742616,0.0474564
0.99,12.22,0.144836,0.0751851,0.0477509
1,12.3359,0.146411,0.0761122,0.0480421
1.01,12.4521,0.147996,0.0770428,0.04833
1.02,12.5684,0.149593,0.077977,0.0486145
1.03,12.685,0.1512,0.0789148,0.0488958
1.04,12.8018,0.152819,0.0798562,0.0491737
1.05,12.919,0.154449,0.0808012,0.0494483
1.06,13.0364,0.15609,0.0817498,0.0497196
1.07,13.1541,0.157743,0.0827021,0.0499876
1.08,13.2721,0.159408,0.083658,0.0502523
1.09,13.3905,0.161085,0.0846176,0.0505136
1.1,13.5092,0.162774,0.0855809,0.0507716
